Pseudoword,Word,Lemma,prs,n_morphemes,Length
rent,lent,lent,"(0, 1, 0)",1,4
rego,lego,lego,"(0, 1, 0)",1,4
seur,seul,seul,"(0, 1, 0)",1,4
sels,sers,servir,"(0, 1, 0)",1,4
sems,sens,sentir,"(0, 1, 0)",1,4
robe,lobe,lob,"(0, 1, 0)",1,4
liom,lion,lion,"(0, 1, 0)",1,4
rino,lino,lino,"(0, 1, 0)",1,4
seaw,seau,seau,"(0, 1, 0)",1,4
blis,bris,bris,"(0, 1, 0)",1,4
blio,brio,brio,"(0, 1, 0)",1,4
blas,bras,bras,"(0, 1, 0)",1,4
lowp,loup,loup,"(0, 1, 0)",1,4
roto,loto,loto,"(0, 1, 0)",1,4
lold,lord,lord,"(0, 1, 0)",1,4
shou,show,show,"(0, 1, 0)",1,4
rait,lait,lait,"(0, 1, 0)",1,4
soro,solo,solo,"(0, 1, 0)",1,4
sore,sole,sole,"(0, 1, 0)",1,4
soil,soir,soir,"(0, 1, 0)",1,4
rard,lard,lard,"(0, 1, 0)",1,4
sile,sire,sire,"(0, 1, 0)",1,4
siro,silo,silo,"(0, 1, 0)",1,4
blun,brun,brun,"(0, 1, 0)",1,4
nowa,noua,nouer,"(0, 1, 0)",1,4
mota,nota,noter,"(0, 1, 0)",1,4
gnon,non,non,"(0, 1, 0)",1,4
ngia,nia,nier,"(0, 1, 0)",1,4
gnéo,néo,néo,"(0, 1, 0)",1,4
mage,nage,nage,"(0, 1, 0)",1,4
liew,lieu,lieu,"(0, 1, 0)",1,4
soyk,souk,souk,"(0, 1, 0)",1,4
mema,mena,mener,"(0, 1, 0)",1,4
byts,buts,buts,"(0, 1, 0)",1,4
byse,buse,buse,"(0, 1, 0)",1,4
bwée,buée,buer,"(0, 1, 0)",1,4
smob,snob,snob,"(0, 1, 0)",1,4
srow,slow,slow,"(0, 1, 0)",1,4
srip,slip,slip,"(0, 1, 0)",1,4
raid,laid,laid,"(0, 1, 0)",1,4
rabo,labo,labo,"(0, 1, 0)",1,4
kiro,kilo,kilo,"(0, 1, 0)",1,4
jwry,jury,jury,"(0, 1, 0)",1,4
jype,jupe,jupe,"(0, 1, 0)",1,4
jwin,juin,juin,"(0, 1, 0)",1,4
jyif,juif,juif,"(0, 1, 0)",1,4
jwdo,judo,judo,"(0, 1, 0)",1,4
syit,suit,suivre,"(0, 1, 0)",1,4
sols,sors,sortir,"(0, 1, 0)",1,4
song,son,son,"(0, 1, 0)",1,4
ivle,ivre,ivre,"(0, 1, 0)",1,4
issw,issu,issu,"(0, 1, 0)",1,4
ilis,iris,iris,"(0, 1, 0)",1,4
stal,star,star,"(0, 1, 0)",1,4
gnal,mal,mal,"(0, 1, 0)",1,4
lwxe,luxe,luxe,"(0, 1, 0)",1,4
nise,mise,mise,"(0, 1, 0)",1,4
nire,mire,mirer,"(0, 1, 0)",1,4
joul,jour,jour,"(0, 1, 0)",1,4
joyg,joug,joug,"(0, 1, 0)",1,4
jori,joli,joli,"(0, 1, 0)",1,4
jeyx,jeux,jeux,"(0, 1, 0)",1,4
soys,sous,soudre,"(0, 1, 0)",1,4
hyit,huit,huit,"(0, 1, 0)",1,4
howx,houx,houx,"(0, 1, 0)",1,4
tarc,talc,talc,"(0, 1, 0)",1,4
taim,tain,tain,"(0, 1, 0)",1,4
sulf,surf,surf,"(0, 1, 0)",1,4
sule,sure,sure,"(0, 1, 0)",1,4
symo,sumo,sumo,"(0, 1, 0)",1,4
cera,cela,cela,"(0, 1, 0)",1,4
rové,lové,lover,"(0, 1, 0)",1,4
lowa,loua,louer,"(0, 1, 0)",1,4
rors,lors,lors,"(0, 1, 0)",1,4
loim,loin,loin,"(0, 1, 0)",1,4
roge,loge,loge,"(0, 1, 0)",1,4
rime,lime,lime,"(0, 1, 0)",1,4
imné,inné,inné,"(0, 1, 0)",1,4
imfo,info,info,"(0, 1, 0)",1,4
harl,hall,hall,"(0, 1, 0)",1,4
gwet,guet,guetter,"(0, 1, 0)",1,4
grye,grue,grue,"(0, 1, 0)",1,4
glog,grog,grog,"(0, 1, 0)",1,4
glis,gris,gris,"(0, 1, 0)",1,4
grir,gril,gril,"(0, 1, 0)",1,4
tale,tare,tare,"(0, 1, 0)",1,4
hélo,héro,héro,"(0, 1, 0)",1,4
thom,thon,thon,"(0, 1, 0)",1,4
hols,hors,hors,"(0, 1, 0)",1,4
tawx,taux,taux,"(0, 1, 0)",1,4
rava,lava,laver,"(0, 1, 0)",1,4
chal,char,char,"(0, 1, 0)",1,4
celf,cerf,cerf,"(0, 1, 0)",1,4
cemt,cent,cent,"(0, 1, 0)",1,4
stwc,stuc,stuc,"(0, 1, 0)",1,4
told,tord,tordre,"(0, 1, 0)",1,4
gorf,golf,golf,"(0, 1, 0)",1,4
glès,grès,grès,"(0, 1, 0)",1,4
glec,grec,grec,"(0, 1, 0)",1,4
tong,ton,ton,"(0, 1, 0)",1,4
tone,tome,tome,"(0, 1, 0)",1,4
tôre,tôle,tôle,"(0, 1, 0)",1,4
tofy,tofu,tofu,"(0, 1, 0)",1,4
tirt,tilt,tilt,"(0, 1, 0)",1,4
thyn,thym,thym,"(0, 1, 0)",1,4
jyge,juge,juge,"(0, 1, 0)",1,4
joya,joua,jouer,"(0, 1, 0)",1,4
chow,chou,chou,"(0, 1, 0)",1,4
reva,leva,lever,"(0, 1, 0)",1,4
téré,télé,télé,"(0, 1, 0)",1,4
haro,halo,halo,"(0, 1, 0)",1,4
tlio,trio,trio,"(0, 1, 0)",1,4
goar,goal,goal,"(0, 1, 0)",1,4
gras,glas,glas,"(0, 1, 0)",1,4
tran,tram,trame,"(0, 1, 0)",1,4
tlac,trac,trace,"(0, 1, 0)",1,4
toyx,toux,toux,"(0, 1, 0)",1,4
cier,ciel,ciel,"(0, 1, 0)",1,4
chyt,chut,chut,"(0, 1, 0)",1,4
iden,idem,idem,"(0, 1, 0)",1,4
hyma,huma,humer,"(0, 1, 0)",1,4
hiel,hier,hier,"(0, 1, 0)",1,4
héra,héla,héler,"(0, 1, 0)",1,4
haïl,haïr,haïr,"(0, 1, 0)",1,4
toys,tous,tout,"(0, 1, 0)",1,4
toul,tour,tour,"(0, 1, 0)",1,4
tolt,tort,tort,"(0, 1, 0)",1,4
twbe,tube,tube,"(0, 1, 0)",1,4
tsal,tsar,tsar,"(0, 1, 0)",1,4
tluc,truc,truc,"(0, 1, 0)",1,4
troy,trou,trou,"(0, 1, 0)",1,4
tlot,trot,trot,"(0, 1, 0)",1,4
clyb,club,club,"(0, 1, 0)",1,4
crou,clou,clou,"(0, 1, 0)",1,4
crip,clip,clip,"(0, 1, 0)",1,4
crap,clap,clap,"(0, 1, 0)",1,4
cran,clan,clan,"(0, 1, 0)",1,4
cimq,cinq,cinq,"(0, 1, 0)",1,4
cine,cime,cime,"(0, 1, 0)",1,4
gign,gin,gin,"(0, 1, 0)",1,4
gemt,gent,gent,"(0, 1, 0)",1,4
tloc,troc,troc,"(0, 1, 0)",1,4
tlip,trip,trip,"(0, 1, 0)",1,4
flit,frit,frite,"(0, 1, 0)",1,4
flis,fris,frire,"(0, 1, 0)",1,4
flic,fric,fric,"(0, 1, 0)",1,4
fowt,fout,foutre,"(0, 1, 0)",1,4
vécy,vécu,vivre,"(0, 1, 0)",1,4
veaw,veau,veau,"(0, 1, 0)",1,4
vanp,vamp,vamp,"(0, 1, 0)",1,4
gara,gala,gala,"(0, 1, 0)",1,4
twpo,typo,typo,"(0, 1, 0)",1,4
tupe,type,type,"(0, 1, 0)",1,4
tytu,tutu,tutu,"(0, 1, 0)",1,4
galé,garé,garer,"(0, 1, 0)",1,4
cong,con,cône,"(0, 1, 0)",1,4
coro,colo,colo,"(0, 1, 0)",1,4
cocw,cocu,cocu,"(0, 1, 0)",1,4
gals,gars,gars,"(0, 1, 0)",1,4
véro,vélo,vélo,"(0, 1, 0)",1,4
fric,flic,flic,"(0, 1, 0)",1,4
fran,flan,flan,"(0, 1, 0)",1,4
frac,flac,flac,"(0, 1, 0)",1,4
fime,fine,fin,"(0, 1, 0)",1,4
firs,fils,fils,"(0, 1, 0)",1,4
firm,film,film,"(0, 1, 0)",1,4
gala,gara,gara,"(0, 1, 0)",1,4
fyté,futé,futé,"(0, 1, 0)",1,4
funa,fuma,fumer,"(0, 1, 0)",1,4
coor,cool,cool,"(0, 1, 0)",1,4
fowr,four,four,"(0, 1, 0)",1,4
fork,folk,folk,"(0, 1, 0)",1,4
flyx,flux,flux,"(0, 1, 0)",1,4
frou,flou,flou,"(0, 1, 0)",1,4
frot,flot,flot,"(0, 1, 0)",1,4
étar,étal,étaler,"(0, 1, 0)",1,4
velt,vert,vert,"(0, 1, 0)",1,4
fawt,faut,faute,"(0, 1, 0)",1,4
voey,voeu,voeu,"(0, 1, 0)",1,4
vior,viol,viol,"(0, 1, 0)",1,4
feyx,feux,feux,"(0, 1, 0)",1,4
féry,féru,féru,"(0, 1, 0)",1,4
ving,vin,vin,"(0, 1, 0)",1,4
veyt,veut,veut,"(0, 1, 0)",1,4
veyf,veuf,veuf,"(0, 1, 0)",1,4
cowr,cour,courir,"(0, 1, 0)",1,4
cowp,coup,couper,"(0, 1, 0)",1,4
gale,gare,gare,"(0, 1, 0)",1,4
fier,fiel,fiel,"(0, 1, 0)",1,4
vels,vers,verse,"(0, 1, 0)",1,4
velw,velu,velu,"(0, 1, 0)",1,4
zélo,zéro,zéro,"(0, 1, 0)",1,4
zeng,zen,zen,"(0, 1, 0)",1,4
zère,zèle,zèle,"(0, 1, 0)",1,4
zébw,zébu,zébu,"(0, 1, 0)",1,4
woga,yoga,yoga,"(0, 1, 0)",1,4
yeyx,yeux,yeux,"(0, 1, 0)",1,4
vlac,vrac,vrac,"(0, 1, 0)",1,4
vows,vous,vous,"(0, 1, 0)",1,4
elra,erra,errer,"(0, 1, 0)",1,4
cloc,croc,croc,"(0, 1, 0)",1,4
clan,cran,cran,"(0, 1, 0)",1,4
fire,file,file,"(0, 1, 0)",1,4
fêré,fêlé,fêler,"(0, 1, 0)",1,4
exir,exil,exil,"(0, 1, 0)",1,4
étwi,étui,étui,"(0, 1, 0)",1,4
étay,étau,étau,"(0, 1, 0)",1,4
dyrs,durs,dur,"(0, 1, 0)",1,4
dyel,duel,duel,"(0, 1, 0)",1,4
dlap,drap,drap,"(0, 1, 0)",1,4
dols,dors,dormir,"(0, 1, 0)",1,4
écys,écus,écu,"(0, 1, 0)",1,4
échw,échu,échoir,"(0, 1, 0)",1,4
bire,bile,bile,"(0, 1, 0)",1,4
eawx,eaux,eaux,"(0, 1, 0)",1,4
erle,elle,elle,"(0, 1, 0)",1,4
erfe,elfe,elfe,"(0, 1, 0)",1,4
éran,élan,élan,"(0, 1, 0)",1,4
égar,égal,égal,"(0, 1, 0)",1,4
doyé,doué,douer,"(0, 1, 0)",1,4
cyir,cuir,cuire,"(0, 1, 0)",1,4
cwbe,cube,cube,"(0, 1, 0)",1,4
égnu,ému,ému,"(0, 1, 0)",1,4
polt,port,porter,"(0, 1, 0)",1,4
polc,porc,porc,"(0, 1, 0)",1,4
poro,polo,polo,"(0, 1, 0)",1,4
pôre,pôle,pôle,"(0, 1, 0)",1,4
âple,âpre,âpre,"(0, 1, 0)",1,4
amge,ange,ange,"(0, 1, 0)",1,4
angi,ami,ami,"(0, 1, 0)",1,4
pile,pire,pire,"(0, 1, 0)",1,4
piom,pion,pion,"(0, 1, 0)",1,4
ping,pin,pin,"(0, 1, 0)",1,4
pali,pari,pari,"(0, 1, 0)",1,4
palc,parc,parc,"(0, 1, 0)",1,4
paom,paon,paon,"(0, 1, 0)",1,4
poir,poil,poil,"(0, 1, 0)",1,4
pnew,pneu,pneu,"(0, 1, 0)",1,4
prût,plût,plût,"(0, 1, 0)",1,4
aigy,aigu,aigu,"(0, 1, 0)",1,4
aile,aire,aire,"(0, 1, 0)",1,4
tlès,très,très,"(0, 1, 0)",1,4
sexw,sexy,sexy,"(0, 1, 0)",1,4
abli,abri,abri,"(0, 1, 0)",1,4
abws,abus,abus,"(0, 1, 0)",1,4
âcle,âcre,âcre,"(0, 1, 0)",1,4
ysai,usai,usai,"(0, 1, 0)",1,4
vila,vira,virer,"(0, 1, 0)",1,4
fang,fan,fan,"(0, 1, 0)",1,4
voile,voire,voire,"(0, 1, 0)",1,5
voire,voile,voile,"(0, 1, 0)",1,5
vogwe,vogue,vogue,"(0, 1, 0)",1,5
velsa,versa,verser,"(0, 1, 0)",1,5
vemge,venge,venger,"(0, 1, 0)",1,5
varse,valse,valse,"(0, 1, 0)",1,5
adiew,adieu,adieu,"(0, 1, 0)",1,5
acgné,acné,acné,"(0, 1, 0)",1,5
aciel,acier,acier,"(0, 1, 0)",1,5
acclo,accro,accro,"(0, 1, 0)",1,5
tlahi,trahi,trahir,"(0, 1, 0)",1,5
toqye,toque,toque,"(0, 1, 0)",1,5
aribi,alibi,alibi,"(0, 1, 0)",1,5
algye,algue,algue,"(0, 1, 0)",1,5
albym,album,album,"(0, 1, 0)",1,5
aîngé,aîné,aîné,"(0, 1, 0)",1,5
airle,aille,aller,"(0, 1, 0)",1,5
aigle,aigre,aigre,"(0, 1, 0)",1,5
aigre,aigle,aigle,"(0, 1, 0)",1,5
aïeur,aïeul,aïeul,"(0, 1, 0)",1,5
vogni,vomi,vomir,"(0, 1, 0)",1,5
clame,crame,cramer,"(0, 1, 0)",1,5
cowla,coula,couler,"(0, 1, 0)",1,5
colse,corse,corse,"(0, 1, 0)",1,5
colne,corne,corne,"(0, 1, 0)",1,5
colde,corde,corde,"(0, 1, 0)",1,5
denie,demie,demi,"(0, 1, 0)",1,5
derta,delta,delta,"(0, 1, 0)",1,5
dérit,délit,délit,"(0, 1, 0)",1,5
dérai,délai,délai,"(0, 1, 0)",1,5
deglé,degré,degré,"(0, 1, 0)",1,5
cleva,creva,crever,"(0, 1, 0)",1,5
blode,brode,broder,"(0, 1, 0)",1,5
chyte,chute,chute,"(0, 1, 0)",1,5
chéli,chéri,chérir,"(0, 1, 0)",1,5
comte,conte,conte,"(0, 1, 0)",1,5
conme,comme,comme,"(0, 1, 0)",1,5
corle,colle,colle,"(0, 1, 0)",1,5
crope,clope,clope,"(0, 1, 0)",1,5
clana,clama,clamer,"(0, 1, 0)",1,5
dimde,dinde,dinde,"(0, 1, 0)",1,5
deuir,deuil,deuil,"(0, 1, 0)",1,5
désil,désir,désir,"(0, 1, 0)",1,5
clépi,crépi,crépir,"(0, 1, 0)",1,5
clêpe,crêpe,crêpe,"(0, 1, 0)",1,5
diles,dires,dires,"(0, 1, 0)",1,5
dînga,dîna,dîner,"(0, 1, 0)",1,5
décol,décor,décor,"(0, 1, 0)",1,5
débyt,début,début,"(0, 1, 0)",1,5
daybe,daube,daube,"(0, 1, 0)",1,5
dagns,dans,dans,"(0, 1, 0)",1,5
dandw,dandy,dandy,"(0, 1, 0)",1,5
daign,daim,daim,"(0, 1, 0)",1,5
cycre,cycle,cycle,"(0, 1, 0)",1,5
cyves,cuves,cuve,"(0, 1, 0)",1,5
éreva,éleva,élever,"(0, 1, 0)",1,5
éboyé,éboué,éboué,"(0, 1, 0)",1,5
bogye,bogue,bogue,"(0, 1, 0)",1,5
dongt,dont,dont,"(0, 1, 0)",1,5
dongc,donc,donc,"(0, 1, 0)",1,5
donga,dona,dona,"(0, 1, 0)",1,5
dônge,dôme,dôme,"(0, 1, 0)",1,5
divim,divin,divin,"(0, 1, 0)",1,5
cawse,cause,cause,"(0, 1, 0)",1,5
calré,carré,carré,"(0, 1, 0)",1,5
carme,calme,calme,"(0, 1, 0)",1,5
cadle,cadre,cadre,"(0, 1, 0)",1,5
bytte,butte,butte,"(0, 1, 0)",1,5
burle,bulle,bulle,"(0, 1, 0)",1,5
brûra,brûla,brûler,"(0, 1, 0)",1,5
dyvet,duvet,duvet,"(0, 1, 0)",1,5
dunge,dune,dune,"(0, 1, 0)",1,5
drôre,drôle,drôle,"(0, 1, 0)",1,5
dlame,drame,drame,"(0, 1, 0)",1,5
douen,doyen,doyen,"(0, 1, 0)",1,5
dowze,douze,douze,"(0, 1, 0)",1,5
dowce,douce,doux,"(0, 1, 0)",1,5
blide,bride,bride,"(0, 1, 0)",1,5
blave,brave,brave,"(0, 1, 0)",1,5
boure,boule,boule,"(0, 1, 0)",1,5
boyge,bouge,bouger,"(0, 1, 0)",1,5
bolne,borne,borne,"(0, 1, 0)",1,5
awssi,aussi,aussi,"(0, 1, 0)",1,5
éclou,écrou,écrou,"(0, 1, 0)",1,5
écore,école,école,"(0, 1, 0)",1,5
écrat,éclat,éclat,"(0, 1, 0)",1,5
écalt,écart,écart,"(0, 1, 0)",1,5
brasé,blasé,blaser,"(0, 1, 0)",1,5
brâme,blâme,blâme,"(0, 1, 0)",1,5
béngi,béni,bénir,"(0, 1, 0)",1,5
balre,barre,barre,"(0, 1, 0)",1,5
baldé,bardé,barder,"(0, 1, 0)",1,5
balde,barde,barde,"(0, 1, 0)",1,5
balbe,barbe,barbe,"(0, 1, 0)",1,5
émair,émail,émail,"(0, 1, 0)",1,5
éroge,éloge,éloge,"(0, 1, 0)",1,5
érite,élite,élite,"(0, 1, 0)",1,5
élile,élire,élire,"(0, 1, 0)",1,5
égoyt,égout,égout,"(0, 1, 0)",1,5
égald,égard,égard,"(0, 1, 0)",1,5
bâcré,bâclé,bâcler,"(0, 1, 0)",1,5
avowa,avoua,avouer,"(0, 1, 0)",1,5
avéla,avéra,avérer,"(0, 1, 0)",1,5
avamt,avant,avant,"(0, 1, 0)",1,5
avara,avala,avaler,"(0, 1, 0)",1,5
autle,autre,autre,"(0, 1, 0)",1,5
doyte,doute,doute,"(0, 1, 0)",1,5
cyrry,curry,curry,"(0, 1, 0)",1,5
curte,culte,culte,"(0, 1, 0)",1,5
curot,culot,culot,"(0, 1, 0)",1,5
cwirs,cuirs,cuir,"(0, 1, 0)",1,5
cloix,croix,croix,"(0, 1, 0)",1,5
cloît,croît,croître,"(0, 1, 0)",1,5
cloit,croit,croire,"(0, 1, 0)",1,5
emvie,envie,envie,"(0, 1, 0)",1,5
encle,encre,encre,"(0, 1, 0)",1,5
empri,empli,emplir,"(0, 1, 0)",1,5
érève,élève,élève,"(0, 1, 0)",1,5
éveir,éveil,éveil,"(0, 1, 0)",1,5
aigna,aima,aimer,"(0, 1, 0)",1,5
ahuli,ahuri,ahurir,"(0, 1, 0)",1,5
abori,aboli,abolir,"(0, 1, 0)",1,5
zoogn,zoom,zoom,"(0, 1, 0)",1,5
zonge,zone,zone,"(0, 1, 0)",1,5
épowx,époux,époux,"(0, 1, 0)",1,5
épals,épars,épars,"(0, 1, 0)",1,5
emvoi,envoi,envoi,"(0, 1, 0)",1,5
emfer,enfer,enfer,"(0, 1, 0)",1,5
argne,arme,arme,"(0, 1, 0)",1,5
aplès,après,après,"(0, 1, 0)",1,5
ancle,ancre,ancre,"(0, 1, 0)",1,5
alols,alors,alors,"(0, 1, 0)",1,5
éngoi,émoi,émoi,"(0, 1, 0)",1,5
égnet,émet,émettre,"(0, 1, 0)",1,5
essol,essor,essor,"(0, 1, 0)",1,5
zignc,zinc,zinc,"(0, 1, 0)",1,5
zérés,zélés,zélés,"(0, 1, 0)",1,5
uagon,wagon,wagon,"(0, 1, 0)",1,5
vlaie,vraie,vrai,"(0, 1, 0)",1,5
vouou,voyou,voyou,"(0, 1, 0)",1,5
vôtle,vôtre,vôtre,"(0, 1, 0)",1,5
arias,alias,alias,"(0, 1, 0)",1,5
étara,étala,étala,"(0, 1, 0)",1,5
élode,érode,éroder,"(0, 1, 0)",1,5
clise,crise,crise,"(0, 1, 0)",1,5
clime,crime,crime,"(0, 1, 0)",1,5
cleux,creux,creux,"(0, 1, 0)",1,5
clête,crête,crête,"(0, 1, 0)",1,5
clème,crème,crème,"(0, 1, 0)",1,5
clash,crash,crash,"(0, 1, 0)",1,5
felme,ferme,ferme,"(0, 1, 0)",1,5
ferna,ferma,fermer,"(0, 1, 0)",1,5
fangé,fané,faner,"(0, 1, 0)",1,5
extla,extra,extra,"(0, 1, 0)",1,5
exigy,exigu,exigu,"(0, 1, 0)",1,5
exclw,exclu,exclure,"(0, 1, 0)",1,5
éviel,évier,évier,"(0, 1, 0)",1,5
eulos,euros,euro,"(0, 1, 0)",1,5
étwve,étuve,étuve,"(0, 1, 0)",1,5
étyde,étude,étude,"(0, 1, 0)",1,5
étlon,étron,étron,"(0, 1, 0)",1,5
êtles,êtres,êtres,"(0, 1, 0)",1,5
étore,étole,étole,"(0, 1, 0)",1,5
éthel,éther,éther,"(0, 1, 0)",1,5
étaim,étain,étain,"(0, 1, 0)",1,5
fawve,fauve,fauve,"(0, 1, 0)",1,5
fawne,faune,faune,"(0, 1, 0)",1,5
fatar,fatal,fatal,"(0, 1, 0)",1,5
falce,farce,farce,"(0, 1, 0)",1,5
faile,faire,faire,"(0, 1, 0)",1,5
faing,faim,faim,"(0, 1, 0)",1,5
fabre,fable,fable,"(0, 1, 0)",1,5
voret,volet,volet,"(0, 1, 0)",1,5
voirà,voilà,voilà,"(0, 1, 0)",1,5
voewx,voeux,voeux,"(0, 1, 0)",1,5
vitle,vitre,vitre,"(0, 1, 0)",1,5
vilus,virus,virus,"(0, 1, 0)",1,5
felry,ferry,ferry,"(0, 1, 0)",1,5
femte,fente,fente,"(0, 1, 0)",1,5
fegnd,fend,fendre,"(0, 1, 0)",1,5
fenme,femme,femme,"(0, 1, 0)",1,5
vimgt,vingt,vingt,"(0, 1, 0)",1,5
virle,ville,ville,"(0, 1, 0)",1,5
virla,villa,villa,"(0, 1, 0)",1,5
vieir,vieil,vieux,"(0, 1, 0)",1,5
vêtil,vêtir,vêtir,"(0, 1, 0)",1,5
velve,verve,verve,"(0, 1, 0)",1,5
veltu,vertu,vertu,"(0, 1, 0)",1,5
claie,craie,craie,"(0, 1, 0)",1,5
clade,crade,crade,"(0, 1, 0)",1,5
clabe,crabe,crabe,"(0, 1, 0)",1,5
coule,coure,coure,"(0, 1, 0)",1,5
cowps,coups,coups,"(0, 1, 0)",1,5
coyde,coude,coude,"(0, 1, 0)",1,5
foyle,foule,foule,"(0, 1, 0)",1,5
folme,forme,forme,"(0, 1, 0)",1,5
folge,forge,forge,"(0, 1, 0)",1,5
folce,force,force,"(0, 1, 0)",1,5
folça,força,força,"(0, 1, 0)",1,5
fomça,fonça,fonçer,"(0, 1, 0)",1,5
galde,garde,garde,"(0, 1, 0)",1,5
figye,figue,figue,"(0, 1, 0)",1,5
fiels,fiers,fier,"(0, 1, 0)",1,5
fièle,fière,fière,"(0, 1, 0)",1,5
velso,verso,verso,"(0, 1, 0)",1,5
velre,verre,verre,"(0, 1, 0)",1,5
velra,verra,voir,"(0, 1, 0)",1,5
velge,verge,verge,"(0, 1, 0)",1,5
velbe,verbe,verbe,"(0, 1, 0)",1,5
vegnt,vent,vent,"(0, 1, 0)",1,5
vemin,venin,venin,"(0, 1, 0)",1,5
vengd,vend,vendre,"(0, 1, 0)",1,5
fible,fibre,fibre,"(0, 1, 0)",1,5
frirt,flirt,flirt,"(0, 1, 0)",1,5
fleul,fleur,fleur,"(0, 1, 0)",1,5
fléay,fléau,fléau,"(0, 1, 0)",1,5
flail,flair,flair,"(0, 1, 0)",1,5
fiogn,fion,fion,"(0, 1, 0)",1,5
fiore,fiole,fiole,"(0, 1, 0)",1,5
filoy,filou,filou,"(0, 1, 0)",1,5
firon,filon,filon,"(0, 1, 0)",1,5
firle,fille,fille,"(0, 1, 0)",1,5
firet,filet,filet,"(0, 1, 0)",1,5
fygue,fugue,fugue,"(0, 1, 0)",1,5
frôra,frôla,frôler,"(0, 1, 0)",1,5
flise,frise,friser,"(0, 1, 0)",1,5
flipé,fripé,friper,"(0, 1, 0)",1,5
flime,frime,frime,"(0, 1, 0)",1,5
flémi,frémi,frémir,"(0, 1, 0)",1,5
colps,corps,corps,"(0, 1, 0)",1,5
colan,coran,coran,"(0, 1, 0)",1,5
coqye,coque,coque,"(0, 1, 0)",1,5
golge,gorge,gorge,"(0, 1, 0)",1,5
gifre,gifle,gifle,"(0, 1, 0)",1,5
gelbe,gerbe,gerbes,"(0, 1, 0)",1,5
varet,valet,valet,"(0, 1, 0)",1,5
vaign,vain,vain,"(0, 1, 0)",1,5
utire,utile,utile,"(0, 1, 0)",1,5
fowet,fouet,fouet,"(0, 1, 0)",1,5
folêt,forêt,forêt,"(0, 1, 0)",1,5
fomte,fonte,fonte,"(0, 1, 0)",1,5
fognd,fond,fondre,"(0, 1, 0)",1,5
forle,folle,fou,"(0, 1, 0)",1,5
foing,foin,foin,"(0, 1, 0)",1,5
frûte,flûte,flûte,"(0, 1, 0)",1,5
flole,flore,flore,"(0, 1, 0)",1,5
fyrie,furie,furie,"(0, 1, 0)",1,5
fwrax,furax,furax,"(0, 1, 0)",1,5
fryit,fruit,fruit,"(0, 1, 0)",1,5
floid,froid,froid,"(0, 1, 0)",1,5
flère,frère,frère,"(0, 1, 0)",1,5
flêne,frêne,frêne,"(0, 1, 0)",1,5
frêre,frêle,frêle,"(0, 1, 0)",1,5
fouer,foyer,foyer,"(0, 1, 0)",1,5
varve,valve,valve,"(0, 1, 0)",1,5
galom,galon,galon,"(0, 1, 0)",1,5
garet,galet,galet,"(0, 1, 0)",1,5
gaime,gaine,gaine,"(0, 1, 0)",1,5
gaing,gain,gain,"(0, 1, 0)",1,5
fwtur,futur,futur,"(0, 1, 0)",1,5
fysil,fusil,fusil,"(0, 1, 0)",1,5
urgne,urne,urne,"(0, 1, 0)",1,5
tzals,tzars,tzars,"(0, 1, 0)",1,5
twran,tyran,tyran,"(0, 1, 0)",1,5
tyyau,tuyau,tuyau,"(0, 1, 0)",1,5
tulne,turne,turne,"(0, 1, 0)",1,5
tulbo,turbo,turbo,"(0, 1, 0)",1,5
gêgne,gêne,gêne,"(0, 1, 0)",1,5
géngi,gémi,gémir,"(0, 1, 0)",1,5
cogna,coma,coma,"(0, 1, 0)",1,5
coris,colis,colis,"(0, 1, 0)",1,5
coign,coin,coin,"(0, 1, 0)",1,5
cohwe,cohue,cohue,"(0, 1, 0)",1,5
coeyr,coeur,coeur,"(0, 1, 0)",1,5
guéli,guéri,guérir,"(0, 1, 0)",1,5
gyère,guère,guère,"(0, 1, 0)",1,5
glève,grève,grève,"(0, 1, 0)",1,5
glêle,grêle,grêle,"(0, 1, 0)",1,5
glavi,gravi,gravir,"(0, 1, 0)",1,5
geimt,geint,geint,"(0, 1, 0)",1,5
gazom,gazon,gazon,"(0, 1, 0)",1,5
galce,garce,garce,"(0, 1, 0)",1,5
gagnt,gant,gant,"(0, 1, 0)",1,5
gangg,gang,gang,"(0, 1, 0)",1,5
tylle,tulle,tulle,"(0, 1, 0)",1,5
tyile,tuile,tuile,"(0, 1, 0)",1,5
trwie,truie,truie,"(0, 1, 0)",1,5
tromc,tronc,tronc,"(0, 1, 0)",1,5
garop,galop,galop,"(0, 1, 0)",1,5
glavé,gravé,graver,"(0, 1, 0)",1,5
glave,grave,grave,"(0, 1, 0)",1,5
cobla,cobra,cobra,"(0, 1, 0)",1,5
crown,clown,clown,"(0, 1, 0)",1,5
crore,clore,clore,"(0, 1, 0)",1,5
crodo,clodo,clodo,"(0, 1, 0)",1,5
clelc,clerc,clerc,"(0, 1, 0)",1,5
crair,clair,clair,"(0, 1, 0)",1,5
civir,civil,civil,"(0, 1, 0)",1,5
girom,giron,giron,"(0, 1, 0)",1,5
giret,gilet,gilet,"(0, 1, 0)",1,5
geôre,geôle,geôle,"(0, 1, 0)",1,5
gengs,gens,gens,"(0, 1, 0)",1,5
genle,genre,genre,"(0, 1, 0)",1,5
genoy,genou,genou,"(0, 1, 0)",1,5
tlipe,tripe,tripe,"(0, 1, 0)",1,5
tribw,tribu,tribu,"(0, 1, 0)",1,5
